,id,innings,overs,ball_number,batter,bowler,non_striker,extra_type,batsman_run,extras_run,total_run,non_boundary,iswicket_delivery,player_out,dismisal_kind,fielders_involved,batting_team
154846,548360,2,9,6,V Kohli,Harbhajan Singh,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154847,548360,2,10,1,V Kohli,PP Ojha,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154854,548360,2,11,1,V Kohli,Harbhajan Singh,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154856,548360,2,11,3,V Kohli,Harbhajan Singh,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154860,548360,2,12,1,V Kohli,KA Pollard,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154863,548360,2,12,4,V Kohli,KA Pollard,CH Gayle,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
154864,548360,2,12,5,V Kohli,KA Pollard,CH Gayle,,6,0,6,0,0,,,,Royal Challengers Bangalore
154865,548360,2,12,6,V Kohli,KA Pollard,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154868,548360,2,13,2,V Kohli,Harbhajan Singh,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154875,548360,2,14,3,V Kohli,KA Pollard,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154877,548360,2,14,5,V Kohli,KA Pollard,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154879,548360,2,15,1,V Kohli,SL Malinga,CH Gayle,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
154880,548360,2,15,2,V Kohli,SL Malinga,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
154881,548360,2,15,3,V Kohli,SL Malinga,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154883,548360,2,15,5,V Kohli,SL Malinga,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154885,548360,2,15,7,V Kohli,SL Malinga,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154886,548360,2,16,1,V Kohli,RP Singh,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154888,548360,2,16,3,V Kohli,RP Singh,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154890,548360,2,16,5,V Kohli,RP Singh,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154892,548360,2,17,1,V Kohli,RG Sharma,CH Gayle,,2,0,2,0,0,,,,Royal Challengers Bangalore
154893,548360,2,17,2,V Kohli,RG Sharma,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
154896,548360,2,17,5,V Kohli,RG Sharma,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
154897,548360,2,17,6,V Kohli,RG Sharma,CH Gayle,,6,0,6,0,0,,,,Royal Challengers Bangalore
155796,548356,2,10,6,V Kohli,Anand Rajan,TM Dilshan,,2,0,2,0,0,,,,Royal Challengers Bangalore
155797,548356,2,10,7,V Kohli,Anand Rajan,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
155800,548356,2,11,3,V Kohli,A Mishra,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
155802,548356,2,11,5,V Kohli,A Mishra,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
155804,548356,2,12,1,V Kohli,A Ashish Reddy,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
155805,548356,2,12,2,V Kohli,A Ashish Reddy,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
155806,548356,2,12,3,V Kohli,A Ashish Reddy,TM Dilshan,,4,0,4,0,0,,,,Royal Challengers Bangalore
155807,548356,2,12,4,V Kohli,A Ashish Reddy,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
155810,548356,2,13,1,V Kohli,A Mishra,TM Dilshan,,0,0,0,0,1,V Kohli,caught,DW Steyn,Royal Challengers Bangalore
157104,548350,1,1,4,V Kohli,RJ Harris,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157105,548350,1,1,5,V Kohli,RJ Harris,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157107,548350,1,2,1,V Kohli,P Kumar,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157111,548350,1,2,5,V Kohli,P Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157112,548350,1,2,6,V Kohli,P Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157115,548350,1,3,3,V Kohli,RJ Harris,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157119,548350,1,4,1,V Kohli,P Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157120,548350,1,4,2,V Kohli,P Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157121,548350,1,4,3,V Kohli,P Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157122,548350,1,4,4,V Kohli,P Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157123,548350,1,4,5,V Kohli,P Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157124,548350,1,4,6,V Kohli,P Kumar,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157125,548350,1,5,1,V Kohli,P Awana,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
157126,548350,1,5,2,V Kohli,P Awana,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157129,548350,1,5,5,V Kohli,P Awana,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157133,548350,1,6,3,V Kohli,P Kumar,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157136,548350,1,6,6,V Kohli,P Kumar,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157137,548350,1,7,1,V Kohli,P Awana,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
157138,548350,1,7,2,V Kohli,P Awana,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157140,548350,1,7,4,V Kohli,P Awana,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157141,548350,1,7,5,V Kohli,P Awana,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157142,548350,1,7,6,V Kohli,P Awana,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157143,548350,1,8,1,V Kohli,Azhar Mahmood,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157145,548350,1,8,3,V Kohli,Azhar Mahmood,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157146,548350,1,8,4,V Kohli,Azhar Mahmood,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157147,548350,1,8,5,V Kohli,Azhar Mahmood,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157151,548350,1,9,3,V Kohli,PP Chawla,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
157152,548350,1,9,4,V Kohli,PP Chawla,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157153,548350,1,9,5,V Kohli,PP Chawla,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157154,548350,1,9,6,V Kohli,PP Chawla,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157159,548350,1,10,5,V Kohli,Azhar Mahmood,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157163,548350,1,11,3,V Kohli,PP Chawla,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157165,548350,1,11,5,V Kohli,PP Chawla,CH Gayle,,6,0,6,0,0,,,,Royal Challengers Bangalore
157166,548350,1,11,6,V Kohli,PP Chawla,CH Gayle,,2,0,2,0,0,,,,Royal Challengers Bangalore
157167,548350,1,11,7,V Kohli,PP Chawla,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
157171,548350,1,12,4,V Kohli,P Awana,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157175,548350,1,13,1,V Kohli,AM Nayar,CH Gayle,,6,0,6,0,0,,,,Royal Challengers Bangalore
157176,548350,1,13,2,V Kohli,AM Nayar,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157178,548350,1,13,4,V Kohli,AM Nayar,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157182,548350,1,14,2,V Kohli,DJ Hussey,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157184,548350,1,14,4,V Kohli,DJ Hussey,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
157196,548350,1,16,4,V Kohli,PP Chawla,AB de Villiers,,0,0,0,0,1,V Kohli,bowled,,Royal Challengers Bangalore
158662,548344,2,1,3,V Kohli,B Lee,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158663,548344,2,1,4,V Kohli,B Lee,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
158667,548344,2,2,1,V Kohli,YK Pathan,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158668,548344,2,2,2,V Kohli,YK Pathan,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
158669,548344,2,2,3,V Kohli,YK Pathan,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
158673,548344,2,3,1,V Kohli,B Lee,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158674,548344,2,3,2,V Kohli,B Lee,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158675,548344,2,3,3,V Kohli,B Lee,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
158676,548344,2,3,4,V Kohli,B Lee,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158677,548344,2,3,5,V Kohli,B Lee,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
158678,548344,2,3,6,V Kohli,B Lee,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
158679,548344,2,4,1,V Kohli,SP Narine,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158680,548344,2,4,2,V Kohli,SP Narine,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158681,548344,2,4,3,V Kohli,SP Narine,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158682,548344,2,4,4,V Kohli,SP Narine,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158683,548344,2,4,5,V Kohli,SP Narine,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
158684,548344,2,4,6,V Kohli,SP Narine,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
158685,548344,2,5,1,V Kohli,JH Kallis,CH Gayle,,2,0,2,0,0,,,,Royal Challengers Bangalore
158686,548344,2,5,2,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,1,V Kohli,lbw,,Royal Challengers Bangalore
159989,548336,1,0,1,V Kohli,A Chandila,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
159990,548336,1,0,2,V Kohli,A Chandila,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
159993,548336,1,0,5,V Kohli,A Chandila,TM Dilshan,,2,0,2,0,0,,,,Royal Challengers Bangalore
159994,548336,1,0,6,V Kohli,A Chandila,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
159995,548336,1,1,1,V Kohli,Pankaj Singh,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
159996,548336,1,1,2,V Kohli,Pankaj Singh,TM Dilshan,,4,0,4,0,0,,,,Royal Challengers Bangalore
159997,548336,1,1,3,V Kohli,Pankaj Singh,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
159998,548336,1,1,4,V Kohli,Pankaj Singh,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
159999,548336,1,1,5,V Kohli,Pankaj Singh,TM Dilshan,,4,0,4,0,0,,,,Royal Challengers Bangalore
160000,548336,1,1,6,V Kohli,Pankaj Singh,TM Dilshan,,2,0,2,0,0,,,,Royal Challengers Bangalore
160004,548336,1,2,4,V Kohli,A Chandila,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
160006,548336,1,2,6,V Kohli,A Chandila,TM Dilshan,,1,0,1,0,0,,,,Royal Challengers Bangalore
160007,548336,1,3,1,V Kohli,Pankaj Singh,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
160008,548336,1,3,2,V Kohli,Pankaj Singh,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
160009,548336,1,3,3,V Kohli,Pankaj Singh,TM Dilshan,,0,0,0,0,0,,,,Royal Challengers Bangalore
160010,548336,1,3,4,V Kohli,Pankaj Singh,TM Dilshan,,0,0,0,0,1,V Kohli,caught,BJ Hodge,Royal Challengers Bangalore
161354,548331,2,1,3,V Kohli,P Awana,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
161355,548331,2,1,4,V Kohli,P Awana,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
161356,548331,2,1,5,V Kohli,P Awana,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
161357,548331,2,1,6,V Kohli,P Awana,CH Gayle,,0,0,0,0,1,V Kohli,caught,SE Marsh,Royal Challengers Bangalore
162326,548327,2,6,3,V Kohli,B Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
162327,548327,2,6,4,V Kohli,B Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
162328,548327,2,6,5,V Kohli,B Kumar,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
162329,548327,2,6,6,V Kohli,B Kumar,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
162332,548327,2,7,3,V Kohli,MN Samuels,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
162333,548327,2,7,4,V Kohli,MN Samuels,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162335,548327,2,7,6,V Kohli,MN Samuels,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
162338,548327,2,8,3,V Kohli,B Kumar,CH Gayle,,2,0,2,0,0,,,,Royal Challengers Bangalore
162339,548327,2,8,4,V Kohli,B Kumar,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162341,548327,2,8,6,V Kohli,B Kumar,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162342,548327,2,9,1,V Kohli,AD Mathews,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
162343,548327,2,9,2,V Kohli,AD Mathews,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162346,548327,2,9,5,V Kohli,AD Mathews,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162348,548327,2,10,1,V Kohli,R Sharma,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162351,548327,2,10,4,V Kohli,R Sharma,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162353,548327,2,10,6,V Kohli,R Sharma,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162354,548327,2,11,1,V Kohli,AD Mathews,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162356,548327,2,11,3,V Kohli,AD Mathews,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
162358,548327,2,11,5,V Kohli,AD Mathews,CH Gayle,,0,0,0,0,1,V Kohli,caught,R Sharma,Royal Challengers Bangalore
163024,548324,2,5,1,V Kohli,A Singh,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
163025,548324,2,5,2,V Kohli,A Singh,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
163026,548324,2,5,3,V Kohli,A Singh,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
163027,548324,2,5,4,V Kohli,A Singh,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
163028,548324,2,5,5,V Kohli,A Singh,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
163029,548324,2,5,6,V Kohli,A Singh,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
163031,548324,2,6,2,V Kohli,Pankaj Singh,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
163033,548324,2,6,4,V Kohli,Pankaj Singh,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
163034,548324,2,6,5,V Kohli,Pankaj Singh,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
163037,548324,2,7,2,V Kohli,GB Hogg,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
163041,548324,2,7,6,V Kohli,GB Hogg,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
163042,548324,2,8,1,V Kohli,SK Trivedi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
163044,548324,2,8,3,V Kohli,SK Trivedi,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
163049,548324,2,9,1,V Kohli,GB Hogg,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
163051,548324,2,9,3,V Kohli,GB Hogg,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
163053,548324,2,9,5,V Kohli,GB Hogg,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
163055,548324,2,10,1,V Kohli,SK Trivedi,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
163057,548324,2,10,3,V Kohli,SK Trivedi,SS Tiwary,,0,0,0,0,1,V Kohli,bowled,,Royal Challengers Bangalore
164350,548318,1,5,4,V Kohli,JA Morkel,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164351,548318,1,5,5,V Kohli,JA Morkel,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164353,548318,1,5,7,V Kohli,JA Morkel,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164354,548318,1,6,1,V Kohli,DJ Bravo,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164356,548318,1,6,3,V Kohli,DJ Bravo,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
164357,548318,1,6,4,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164358,548318,1,6,5,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164359,548318,1,6,6,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164361,548318,1,7,2,V Kohli,JA Morkel,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164364,548318,1,7,5,V Kohli,JA Morkel,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164365,548318,1,7,6,V Kohli,JA Morkel,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164371,548318,1,8,4,V Kohli,SK Raina,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164375,548318,1,9,1,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164376,548318,1,9,2,V Kohli,DJ Bravo,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164378,548318,1,9,4,V Kohli,DJ Bravo,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
164379,548318,1,9,5,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164380,548318,1,9,6,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164382,548318,1,10,2,V Kohli,JA Morkel,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164384,548318,1,10,4,V Kohli,JA Morkel,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164385,548318,1,10,5,V Kohli,JA Morkel,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
164386,548318,1,10,6,V Kohli,JA Morkel,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164387,548318,1,11,1,V Kohli,SB Jakati,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164390,548318,1,11,4,V Kohli,SB Jakati,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164393,548318,1,11,7,V Kohli,SB Jakati,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164394,548318,1,12,1,V Kohli,DJ Bravo,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164396,548318,1,12,3,V Kohli,DJ Bravo,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164398,548318,1,12,5,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164399,548318,1,12,6,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164404,548318,1,13,5,V Kohli,SB Jakati,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164405,548318,1,13,6,V Kohli,SB Jakati,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164408,548318,1,14,3,V Kohli,DJ Bravo,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
164409,548318,1,14,4,V Kohli,DJ Bravo,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164412,548318,1,14,7,V Kohli,DJ Bravo,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
164414,548318,1,15,2,V Kohli,R Ashwin,CH Gayle,,4,0,4,0,0,,,,Royal Challengers Bangalore
164415,548318,1,15,3,V Kohli,R Ashwin,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164418,548318,1,15,6,V Kohli,R Ashwin,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164419,548318,1,16,1,V Kohli,RA Jadeja,CH Gayle,,1,0,1,0,0,,,,Royal Challengers Bangalore
164421,548318,1,16,3,V Kohli,RA Jadeja,AB de Villiers,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
164422,548318,1,16,4,V Kohli,RA Jadeja,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
164423,548318,1,16,5,V Kohli,RA Jadeja,AB de Villiers,byes,0,2,2,0,0,,,,Royal Challengers Bangalore
164424,548318,1,16,6,V Kohli,RA Jadeja,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
164427,548318,1,17,1,V Kohli,JA Morkel,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
164430,548318,1,17,4,V Kohli,JA Morkel,SS Tiwary,,6,0,6,0,0,,,,Royal Challengers Bangalore
164431,548318,1,17,5,V Kohli,JA Morkel,SS Tiwary,,2,0,2,0,0,,,,Royal Challengers Bangalore
164432,548318,1,17,6,V Kohli,JA Morkel,SS Tiwary,wides,0,1,1,0,0,,,,Royal Challengers Bangalore
164433,548318,1,17,7,V Kohli,JA Morkel,SS Tiwary,,6,0,6,0,0,,,,Royal Challengers Bangalore
164437,548318,1,18,4,V Kohli,RA Jadeja,SS Tiwary,,1,0,1,0,0,,,,Royal Challengers Bangalore
164440,548318,1,19,1,V Kohli,DE Bollinger,RR Bhatkal,,0,0,0,0,1,V Kohli,caught,F du Plessis,Royal Challengers Bangalore
165147,548315,2,1,5,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
165148,548315,2,1,6,V Kohli,JH Kallis,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
165153,548315,2,2,5,V Kohli,B Lee,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
165154,548315,2,2,6,V Kohli,B Lee,CH Gayle,,0,0,0,0,0,,,,Royal Challengers Bangalore
165158,548315,2,3,4,V Kohli,JH Kallis,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
165160,548315,2,3,6,V Kohli,JH Kallis,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
165164,548315,2,4,4,V Kohli,B Lee,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
165165,548315,2,4,5,V Kohli,B Lee,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
165166,548315,2,4,6,V Kohli,B Lee,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
165167,548315,2,5,1,V Kohli,L Balaji,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
165168,548315,2,5,2,V Kohli,L Balaji,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
165169,548315,2,5,3,V Kohli,L Balaji,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
165170,548315,2,5,4,V Kohli,L Balaji,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
165171,548315,2,5,5,V Kohli,L Balaji,AB de Villiers,,0,0,0,0,1,V Kohli,caught,MK Tiwary,Royal Challengers Bangalore
166263,548310,1,4,3,V Kohli,UT Yadav,AB McDonald,,1,0,1,0,0,,,,Royal Challengers Bangalore
166265,548310,1,4,5,V Kohli,UT Yadav,AB McDonald,legbyes,0,1,1,0,0,,,,Royal Challengers Bangalore
166267,548310,1,5,1,V Kohli,M Morkel,AB McDonald,,0,0,0,0,0,,,,Royal Challengers Bangalore
166268,548310,1,5,2,V Kohli,M Morkel,AB McDonald,,0,0,0,0,0,,,,Royal Challengers Bangalore
166269,548310,1,5,3,V Kohli,M Morkel,AB McDonald,,1,0,1,0,0,,,,Royal Challengers Bangalore
166277,548310,1,6,5,V Kohli,S Nadeem,AB de Villiers,,4,0,4,0,0,,,,Royal Challengers Bangalore
166278,548310,1,6,6,V Kohli,S Nadeem,AB de Villiers,,2,0,2,0,0,,,,Royal Challengers Bangalore
166280,548310,1,7,2,V Kohli,DAJ Bracewell,AB de Villiers,,0,0,0,0,1,V Kohli,caught,Y Nagar,Royal Challengers Bangalore
167474,501271,2,0,5,V Kohli,R Ashwin,MA Agarwal,legbyes,0,1,1,0,0,,,,Royal Challengers Bangalore
167476,501271,2,1,1,V Kohli,JA Morkel,MA Agarwal,,1,0,1,0,0,,,,Royal Challengers Bangalore
167479,501271,2,1,4,V Kohli,JA Morkel,MA Agarwal,,0,0,0,0,0,,,,Royal Challengers Bangalore
167480,501271,2,1,5,V Kohli,JA Morkel,MA Agarwal,,2,0,2,0,0,,,,Royal Challengers Bangalore
167481,501271,2,1,6,V Kohli,JA Morkel,MA Agarwal,,1,0,1,0,0,,,,Royal Challengers Bangalore
167482,501271,2,2,1,V Kohli,R Ashwin,MA Agarwal,,0,0,0,0,0,,,,Royal Challengers Bangalore
167483,501271,2,2,2,V Kohli,R Ashwin,MA Agarwal,,1,0,1,0,0,,,,Royal Challengers Bangalore
167486,501271,2,2,5,V Kohli,R Ashwin,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
167487,501271,2,2,6,V Kohli,R Ashwin,AB de Villiers,,1,0,1,0,0,,,,Royal Challengers Bangalore
167488,501271,2,3,1,V Kohli,JA Morkel,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
167489,501271,2,3,2,V Kohli,JA Morkel,AB de Villiers,,3,0,3,0,0,,,,Royal Challengers Bangalore
167493,501271,2,3,6,V Kohli,JA Morkel,AB de Villiers,,0,0,0,0,0,,,,Royal Challengers Bangalore
